#         t          x          y          z         vx         vy         vz
      6.736    -39.424    -29.911    -38.084   -182.813     43.479    -52.630
      6.737    -39.606    -29.868    -38.136   -182.317     43.802    -52.177
      6.738    -39.789    -29.824    -38.188   -181.820     44.123    -51.726
      6.739    -39.970    -29.779    -38.239   -181.324     44.441    -51.277
      6.740    -40.151    -29.735    -38.290   -180.827     44.758    -50.829
      6.741    -40.332    -29.690    -38.341   -180.331     45.073    -50.382
      6.742    -40.512    -29.645    -38.391   -179.834     45.385    -49.937
      6.743    -40.691    -29.599    -38.441   -179.338     45.696    -49.493
      6.744    -40.871    -29.553    -38.490   -178.841     46.004    -49.050
      6.745    -41.049    -29.507    -38.539   -178.345     46.311    -48.609
      6.746    -41.227    -29.461    -38.587   -177.848     46.616    -48.170
      6.747    -41.405    -29.414    -38.635   -177.352     46.919    -47.732
      6.748    -41.582    -29.367    -38.683   -176.856     47.220    -47.295
      6.749    -41.759    -29.319    -38.730   -176.360     47.519    -46.859
      6.750    -41.935    -29.272    -38.777   -175.864     47.816    -46.425
      6.751    -42.110    -29.224    -38.823   -175.367     48.111    -45.992
      6.752    -42.285    -29.176    -38.869   -174.871     48.404    -45.561
      6.753    -42.460    -29.127    -38.914   -174.375     48.696    -45.131
      6.754    -42.634    -29.078    -38.959   -173.880     48.985    -44.702
      6.755    -42.808    -29.029    -39.003   -173.384     49.273    -44.275
      6.756    -42.981    -28.980    -39.047   -172.888     49.559    -43.849
      6.757    -43.154    -28.930    -39.091   -172.392     49.843    -43.424
      6.758    -43.326    -28.880    -39.134   -171.897     50.126    -43.001
      6.759    -43.497    -28.830    -39.177   -171.401     50.406    -42.578
      6.760    -43.668    -28.779    -39.219   -170.906     50.685    -42.158
      6.761    -43.839    -28.728    -39.261   -170.411     50.962    -41.738
      6.762    -44.009    -28.677    -39.303   -169.916     51.238    -41.320
      6.763    -44.179    -28.626    -39.344   -169.420     51.511    -40.903
      6.764    -44.348    -28.574    -39.385   -168.926     51.783    -40.487
      6.765    -44.517    -28.522    -39.425   -168.431     52.053    -40.073
      6.766    -44.685    -28.470    -39.465   -167.936     52.321    -39.659
      6.767    -44.853    -28.418    -39.504   -167.441     52.588    -39.247
      6.768    -45.020    -28.365    -39.543   -166.947     52.853    -38.837
      6.769    -45.187    -28.312    -39.582   -166.452     53.117    -38.427
      6.770    -45.353    -28.259    -39.620   -165.958     53.378    -38.019
      6.771    -45.519    -28.205    -39.658   -165.464     53.638    -37.612
      6.772    -45.684    -28.151    -39.695   -164.970     53.897    -37.206
      6.773    -45.848    -28.097    -39.732   -164.476     54.154    -36.802
      6.774    -46.013    -28.043    -39.769   -163.983     54.409    -36.398
      6.775    -46.176    -27.989    -39.805   -163.489     54.662    -35.996
      6.776    -46.340    -27.934    -39.841   -162.995     54.914    -35.595
      6.777    -46.502    -27.879    -39.876   -162.502     55.165    -35.195
      6.778    -46.665    -27.823    -39.911   -162.009     55.414    -34.797
      6.779    -46.826    -27.768    -39.946   -161.516     55.661    -34.399
      6.780    -46.988    -27.712    -39.980   -161.023     55.907    -34.003
      6.781    -47.148    -27.656    -40.014   -160.530     56.151    -33.608
      6.782    -47.309    -27.600    -40.047   -160.038     56.393    -33.214
      6.783    -47.469    -27.543    -40.080   -159.545     56.634    -32.821
      6.784    -47.628    -27.487    -40.113   -159.053     56.874    -32.429
      6.785    -47.787    -27.430    -40.145   -158.561     57.112    -32.038
      6.786    -47.945    -27.372    -40.177   -158.069     57.349    -31.649
      6.787    -48.103    -27.315    -40.209   -157.577     57.584    -31.261
      6.788    -48.260    -27.257    -40.240   -157.085     57.817    -30.874
      6.789    -48.417    -27.199    -40.270   -156.594     58.049    -30.487
      6.790    -48.573    -27.141    -40.301   -156.103     58.280    -30.102
      6.791    -48.729    -27.083    -40.331   -155.611     58.509    -29.719
      6.792    -48.885    -27.024    -40.360   -155.120     58.737    -29.336
      6.793    -49.039    -26.965    -40.389   -154.629     58.963    -28.954
      6.794    -49.194    -26.906    -40.418   -154.139     59.188    -28.574
      6.795    -49.348    -26.847    -40.446   -153.648     59.411    -28.194
      6.796    -49.501    -26.787    -40.474   -153.158     59.633    -27.816
      6.797    -49.654    -26.728    -40.502   -152.668     59.854    -27.438
      6.798    -49.806    -26.668    -40.529   -152.178     60.073    -27.062
      6.799    -49.958    -26.607    -40.556   -151.688     60.291    -26.687
      6.800    -50.110    -26.547    -40.583   -151.198     60.507    -26.312
      6.801    -50.261    -26.486    -40.609   -150.709     60.723    -25.939
      6.802    -50.411    -26.426    -40.635   -150.219     60.936    -25.567
      6.803    -50.561    -26.365    -40.660   -149.730     61.149    -25.196
      6.804    -50.711    -26.303    -40.685   -149.241     61.360    -24.826
      6.805    -50.860    -26.242    -40.710   -148.753     61.569    -24.457
      6.806    -51.008    -26.180    -40.734   -148.264     61.778    -24.089
      6.807    -51.156    -26.118    -40.758   -147.776     61.985    -23.722
      6.808    -51.304    -26.056    -40.781   -147.287     62.190    -23.356
      6.809    -51.451    -25.994    -40.804   -146.799     62.395    -22.991
      6.810    -51.597    -25.931    -40.827   -146.311     62.598    -22.627
      6.811    -51.743    -25.869    -40.850   -145.824     62.800    -22.264
      6.812    -51.889    -25.806    -40.872   -145.336     63.000    -21.902
      6.813    -52.034    -25.743    -40.894   -144.849     63.199    -21.541
      6.814    -52.179    -25.679    -40.915   -144.362     63.397    -21.181
      6.815    -52.323    -25.616    -40.936   -143.875     63.594    -20.822
      6.816    -52.466    -25.552    -40.957   -143.388     63.789    -20.464
      6.817    -52.610    -25.488    -40.977   -142.901     63.984    -20.107
      6.818    -52.752    -25.424    -40.997   -142.415     64.177    -19.751
      6.819    -52.894    -25.360    -41.016   -141.929     64.368    -19.395
      6.820    -53.036    -25.296    -41.036   -141.443     64.559    -19.041
      6.821    -53.177    -25.231    -41.054   -140.957     64.748    -18.688
      6.822    -53.318    -25.166    -41.073   -140.471     64.936    -18.336
      6.823    -53.458    -25.101    -41.091   -139.986     65.123    -17.984
      6.824    -53.598    -25.036    -41.109   -139.500     65.308    -17.634
      6.825    -53.737    -24.970    -41.126   -139.015     65.493    -17.284
      6.826    -53.876    -24.905    -41.143   -138.530     65.676    -16.935
      6.827    -54.014    -24.839    -41.160   -138.046     65.858    -16.588
      6.828    -54.152    -24.773    -41.177   -137.561     66.039    -16.241
      6.829    -54.289    -24.707    -41.193   -137.077     66.218    -15.895
      6.830    -54.426    -24.641    -41.208   -136.592     66.397    -15.550
      6.831    -54.563    -24.574    -41.224   -136.108     66.574    -15.206
      6.832    -54.698    -24.507    -41.239   -135.625     66.750    -14.863
      6.833    -54.834    -24.441    -41.254   -135.141     66.925    -14.521
      6.834    -54.969    -24.374    -41.268   -134.658     67.099    -14.179
      6.835    -55.103    -24.306    -41.282   -134.174     67.272    -13.839
      6.836    -55.237    -24.239    -41.296   -133.691     67.443    -13.499
      6.837    -55.371    -24.172    -41.309   -133.208     67.614    -13.160
      6.838    -55.504    -24.104    -41.322   -132.726     67.783    -12.823
      6.839    -55.636    -24.036    -41.335   -132.243     67.952    -12.486
      6.840    -55.768    -23.968    -41.347   -131.761     68.119    -12.149
      6.841    -55.900    -23.900    -41.359   -131.279     68.285    -11.814
      6.842    -56.031    -23.831    -41.370   -130.797     68.450    -11.480
      6.843    -56.161    -23.763    -41.382   -130.315     68.613    -11.146
      6.844    -56.291    -23.694    -41.393   -129.833     68.776    -10.814
      6.845    -56.421    -23.625    -41.403   -129.352     68.938    -10.482
      6.846    -56.550    -23.556    -41.414   -128.871     69.098    -10.151
      6.847    -56.679    -23.487    -41.424   -128.390     69.258     -9.821
      6.848    -56.807    -23.418    -41.433   -127.909     69.416     -9.491
      6.849    -56.934    -23.348    -41.443   -127.428     69.574     -9.163
      6.850    -57.062    -23.279    -41.452   -126.948     69.730     -8.835
      6.851    -57.188    -23.209    -41.460   -126.468     69.885     -8.508
      6.852    -57.314    -23.139    -41.469   -125.988     70.040     -8.182
      6.853    -57.440    -23.069    -41.477   -125.508     70.193     -7.857
